;job_title;job_type;location;median_salary
6321;b combat engineer  construction and engineering specialist;Full Time;Salt Lake City, UT 84116;124800.0
6322;n horizontal construction engineers;Full Time;Oak Grove, LA 71263;91200.0
6323;l construction vehicle repairer;Full Time;Fort Buchanan, PR 00934;
6327;n horizontal construction engineers;Full Time;Carthage, MS 39051;134400.0
6328;l construction vehicle repairer;Full Time;Pinellas Park, FL 33782;58560.0
6329;b combat engineer  construction and engineering specialist;Full Time;Baton Rouge, LA 70820;91200.0
6331;l construction vehicle repairer;Full Time;Westbrook, ME 04092;42240.0
6332;l construction vehicle repairer;Full Time;Decatur, IL 62521;75840.0
6334;n horizontal construction engineers;Full Time;Jackson, KY 41339;75360.0
6335;l construction vehicle repairer;Full Time;Wahoo, NE 68066;33600.0
6336;n horizontal construction engineers;Full Time;Picayune, MS 39466;134400.0
6337;n horizontal construction engineers;Full Time;Gooding, ID 83330;240000.0
6339;n horizontal construction engineers;Full Time;Pittsfield, MA 01201;100800.0
6340;b combat engineer  construction and engineering specialist;Full Time;Lawrenceville, IL 62439;75840.0
6343;n horizontal construction engineers;Full Time;West Monroe, LA 71292;91200.0
6344;l construction vehicle repairer;Full Time;Braggs, OK 74423;62400.0
6346;n horizontal construction engineers;Full Time;Graniteville, SC 29829;44640.0
6349;n horizontal construction engineers;Full Time;Salinas, PR 00079;
6350;n horizontal construction engineers;Full Time;Summersville, WV 26651;103200.0
6351;l construction vehicle repairer;Full Time;Riverside, CA 92518;52000.0
6353;l construction vehicle repairer;Full Time;Annville, PA 17003;72000.0
6354;n horizontal construction engineers;Full Time;Wadesboro, NC 28170;81600.0
6356;l construction vehicle repairer;Full Time;Mount Shasta, CA 96067;52000.0
6357;n horizontal construction engineers;Full Time;Purvis, MS 39475;134400.0
6358;l construction vehicle repairer;Full Time;Columbus, GA 31901;28800.0
6359;b combat engineer  construction and engineering specialist;Full Time;Monroe, LA 71203;91200.0
6362;n horizontal construction engineers;Full Time;Guernsey, WY 82214;96000.0
6363;n horizontal construction engineers;Full Time;Chester, SC 29706;44640.0
6365;l construction vehicle repairer;Full Time;Pomona, CA 91766;52000.0
6366;n horizontal construction engineers;Full Time;Wahoo, NE 68066;33600.0
6369;l construction vehicle repairer;Full Time;Durango, CO 81303;74880.0
6370;n horizontal construction engineers;Full Time;Gonzales, LA 70737;91200.0
6372;l construction vehicle repairer;Full Time;Cumberland, MD 21502;128160.0
6373;n horizontal construction engineers;Full Time;Lockport, NY 14094;76800.0
6375;n horizontal construction engineers;Full Time;Portsmouth, OH 45662;73920.0
6376;l construction vehicle repairer;Full Time;Buffalo, NY 14213;76800.0
6377;b combat engineer  construction and engineering specialist;Full Time;Parkersburg, WV 26101;103200.0
6378;n horizontal construction engineers;Full Time;Sea Girt, NJ 08750;79200.0
6379;n horizontal construction engineers;Full Time;Lakeport, CA 95453;52000.0
6381;construction manager;Full Time;Omaha, NE 68101;33600.0
6384;b combat engineer  construction and engineering specialist;Full Time;Indianapolis, IN 46216;83520.0
6385;l construction vehicle repairer;Full Time;Waynesboro, MS 39367;134400.0
6386;n horizontal construction engineers;Full Time;Jackson, TN 38302;35520.0
6387;n horizontal construction engineers;Full Time;Caribou, ME 04736;42240.0
6388;l construction vehicle repairer;Full Time;Concordia, KS 66901;76800.0
6389;b combat engineer  construction and engineering specialist;Full Time;Harrisburg, AR 72432;43200.0
6390;n horizontal construction engineers;Full Time;Okolona, MS 38860;134400.0
6392;b combat engineer  construction and engineering specialist;Full Time;Santa Rosa, CA 95401;52000.0
6393;b combat engineer  construction and engineering specialist;Full Time;Paragould, AR 72450;43200.0
6394;project engineer  constructioncommercialtrades;Full Time;Cupertino, CA 95014;69120.0
6395;n horizontal construction engineers;Full Time;Dothan, AL 36302;134400.0
6396;engineer ii  engineering  construction;Full Time;Littleton, CO 80120;74880.0
6403;n horizontal construction engineers;Full Time;Belfast, ME 04915;42240.0
6405;project engineer  constructioncommercialtrades;Full Time;Elk Grove Village, IL 60007;74880.0
6406;l construction vehicle repairer;Full Time;Metter, GA 30439;28800.0
6407;n horizontal construction engineers;Full Time;Hamlet, NC 28345;81600.0
6408;l construction vehicle repairer;Full Time;Meridian, MS 39307;134400.0
6409;n horizontal construction engineers;Full Time;Kingshill, MA 00850;100800.0
6410;l construction vehicle repairer;Full Time;Bismarck, ND 58506;177600.0
6412;senior microbiologistbacteriologist;Full Time;Charlotte, NC 28273;81600.0
6413;l construction vehicle repairer;Full Time;Anderson, MO 64831;72000.0
6414;l construction vehicle repairer;Full Time;Augusta, KS 67010;76800.0
6415;b combat engineer  construction and engineering specialist;Full Time;Fort Buchanan, PR 00934;
6416;commercial construction estimator;Full Time;Aurora, CO 80012;74880.0
6418;l construction vehicle repairer;Full Time;Elizabethton, TN 37644;35520.0
6420;l construction vehicle repairer;Full Time;Wichita, KS 67219;76800.0
6423;n horizontal construction engineers;Full Time;Lancaster, SC 29720;44640.0
6424;engineer engineer ii  construction project administrator;Full Time;La Crosse, WI 54601;43200.0
6426;global analytics lead;Full Time;Philadelphia, PA 19019;72000.0
6428;n horizontal construction engineers;Full Time;Culbertson, MT 59218;105600.0
6429;b combat engineer  construction and engineering specialist;Full Time;Abilene, TX 79607;71040.0
6430;n horizontal construction engineers;Full Time;Las Vegas, NV 89165;50000.0
6431;n horizontal construction engineers;Full Time;Columbia, MS 39429;134400.0
6432;l construction vehicle repairer;Full Time;Lancaster, SC 29720;44640.0
6433;l construction vehicle repairer;Full Time;Norwalk, OH 44857;73920.0
6434;analyst ii  engineering  construction;Full Time;Monroe, LA 71203;91200.0
6435;b combat engineer  construction and engineering specialist;Full Time;Williston, Vt, VT 05495;
6436;n horizontal construction engineers;Full Time;Prairie Du Chien, WI 53821;43200.0
6438;engineer engineer ii  construction project administrator;Full Time;Minneapolis, MN 55405;72000.0
6439;construction  heavy equipment operators  excavation laborers;Full Time;Doylestown, PA 18901;72000.0
6440;construction manager;Full Time;El Monte, CA 91731;52000.0
6441;assistant superintendent  commercial construction;Full Time;Houston, TX 77051;71040.0
6442;l construction vehicle repairer;Full Time;St Thomas, MA 00802;100800.0
6444;regional controller construction exp req;Full Time;New York, NY 10017;76800.0
6447;n horizontal construction engineers;Full Time;Carrington, ND 58421;177600.0
6448;n horizontal construction engineers;Full Time;Johnstown, PA 15904;72000.0
6449;b combat engineer  construction and engineering specialist;Full Time;Pittsburg, KS 66762;76800.0
6450;n horizontal construction engineers;Full Time;Miles City, MT 59301;105600.0
6451;l construction vehicle repairer;Full Time;Ft Mcclellan, AL 36205;134400.0
6452;n horizontal construction engineers;Full Time;Muskogee, OK 74403;62400.0
6453;b combat engineer  construction and engineering specialist;Full Time;Superior, WI 54880;43200.0
6454;l construction vehicle repairer;Full Time;Union City, TN 38261;35520.0
6455;n horizontal construction engineers;Full Time;Saluda, SC 29138;44640.0
6456;l construction vehicle repairer;Full Time;Philadelphia, MS 39350;134400.0
6457;b combat engineer  construction and engineering specialist;Full Time;Rock Hill, SC 29732;44640.0
6458;b combat engineer  construction and engineering specialist;Full Time;American Fork, UT 84003;124800.0
6459;n horizontal construction engineers;Full Time;Baton Rouge, LA 70820;91200.0
6460;n horizontal construction engineers;Full Time;Franklin, IN 46131;83520.0
6461;b combat engineer  construction and engineering specialist;Full Time;Farmington, MO 63640;72000.0
6462;l construction vehicle repairer;Full Time;Mckenzie, TN 38201;35520.0
6463;n horizontal construction engineers;Full Time;Martinsburg, WV 25405;103200.0
6464;n horizontal construction engineers;Full Time;San Angelo, TX 76905;71040.0
6465;n horizontal construction engineers;Full Time;Dunlap, TN 37327;35520.0
6467;n horizontal construction engineers;Full Time;Toccoa, GA 30577;28800.0
6468;l construction vehicle repairer;Full Time;Stockton, CA 95206;52000.0
6470;n horizontal construction engineers;Full Time;Vega Baja, PR 00693;
6471;n horizontal construction engineers;Full Time;Bourne, MA 02532;100800.0
6472;data analyst project coordinator;Full Time;Pittsburgh, PA 15051;72000.0
6474;l construction vehicle repairer;Full Time;Omaha, NE 68142;33600.0
6475;b combat engineer  construction and engineering specialist;Full Time;Hanapepe, HI 96716;
6476;l construction vehicle repairer;Full Time;Okolona, MS 38860;134400.0
6477;construction manager  foodpackagingproject manager;Full Time;Watertown, NY 13602;83520.0
6478;b combat engineer  construction and engineering specialist;Full Time;Richmond, MO 64085;72000.0
6479;n horizontal construction engineers;Full Time;Houlton, ME 04730;42240.0
6480;l construction vehicle repairer;Full Time;Chico, CA 95926;52000.0
6481;n horizontal construction engineers;Full Time;Allendale, SC 29810;44640.0
6485;l construction vehicle repairer;Full Time;Abbeville, SC 29620;44640.0
6487;microbiologist ii food microbiology;Full Time;Riverton, NJ 08077;79200.0
6488;l construction vehicle repairer;Full Time;Calhoun City, MS 38916;134400.0
6489;b combat engineer  construction and engineering specialist;Full Time;Amanda, OH 43102;73920.0
6490;b combat engineer  construction and engineering specialist;Full Time;Clarksville, AR 72830;43200.0
6491;n horizontal construction engineers;Full Time;Lisbon, ND 58054;177600.0
6496;ups ie summer;nan;Livonia, MI 48150;78720.0
6498;music;Part Time;Mt. Vernon, IL 62864;75840.0
6504;executive assistant  constructionresidential;Full Time;Corona, CA 92880;52000.0
6507;construction business development branch manager;Full Time;Hurst, TX 76053;182400.0
6511;music;Part Time;Mt. Vernon, IL 62864;75840.0
6513;project manager  constructiongeneral contractor;Full Time;Whittier, CA 90601;5520.0
6514;ups ie summer;nan;Livonia, MI 48150;78720.0
6519;software;Full Time;Houston, TX 77040;71040.0
6523;construction project manager;Full Time;Sarasota, FL 34230;58560.0
6526;b combat engineer  construction and engineering specialist;Full Time;Crestview, FL 32536;58560.0
6529;b combat engineer  construction and engineering specialist;Full Time;Mountain Home, ID 83647;240000.0
6530;b combat engineer  construction and engineering specialist;Full Time;Swainsboro, GA 30401;28800.0
6533;b combat engineer  construction and engineering specialist;Full Time;San Angelo, TX 76905;71040.0
6534;child psychology;Part Time;Olney, IL 62450;75840.0
6542;admissions evalator iii;Full Time;Butte, MT 59701;105600.0
6543;b combat engineer  construction and engineering specialist;Full Time;Lucedale, MS 39452;134400.0
6551;b combat engineer  construction and engineering specialist;Full Time;La Plata, MD 20646;128160.0
6552;b combat engineer  construction and engineering specialist;Full Time;Blanding, UT 84511;124800.0
6553;superintendent  constructionmultifamilyresidential;Full Time;Glendale, CA 91201;6240.0
6562;construction project manager;Full Time;Tampa, FL 33601;58560.0
6563;customer engineer;Full Time;Minneapolis, MN 55401;72000.0
6571;cce healthcare department head;Full Time;Pendleton, SC 29670;44640.0
6573;b combat engineer  construction and engineering specialist;Full Time;Ishpeming, MI 49849;78720.0
6574;validation specialist;Full Time;New Haven, CT 06501;74400.0
6575;b combat engineer  construction and engineering specialist;Full Time;Clarksdale, MS 38614;134400.0
6576;project manager  constructionelectricalcommercial;Full Time;Vista, CA 92081;6000.0
6578;b combat engineer  construction and engineering specialist;Full Time;Bogalusa, LA 70427;91200.0
6582;construction dispatcherpurchasing agent needed;Full Time;Cypress, CA 90630;52000.0
6583;payrollhr coordinator for construction co;Full Time;Escondido, CA 92029;52000.0
6585;b combat engineer  construction and engineering specialist;Full Time;Baraga, MI 49908;78720.0
6591;resident services manager;Full Time;San Rafael, CA 94901;52000.0
6592;early head start teacher;Full Time;Davenport, IA 52803;37440.0
6596;b combat engineer  construction and engineering specialist;Full Time;Fallon, NV 89406;50000.0
6597;b combat engineer  construction and engineering specialist;Full Time;Winchester, IN 47394;83520.0
6600;b combat engineer  construction and engineering specialist;Full Time;Leitchfield, KY 42754;75360.0
6602;ups public relations;nan;Atlanta, GA 30328;28800.0
6606;construction project manager;Full Time;Orlando, FL 32809;58560.0
6610;b combat engineer  construction and engineering specialist;Full Time;Glennville, GA 30427;28800.0
6611;b combat engineer  construction and engineering specialist;Full Time;Columbia, MS 39429;134400.0
6612;b combat engineer  construction and engineering specialist;Full Time;Davenport, IA 52806;37440.0
6618;b combat engineer  construction and engineering specialist;Full Time;Jamestown, ND 58402;177600.0
6619;ups strategy;nan;Atlanta, GA 30328;28800.0
6622;b combat engineer  construction and engineering specialist;Full Time;Williston, ND 58801;177600.0
6626;cte teacher  auto technician;Full Time;West Seneca, NY 14224;76800.0
6627;commercial construction estimator;Full Time;Miamisburg, OH 45342;134400.0
6629;b combat engineer  construction and engineering specialist;Full Time;Houston, MS 38851;134400.0
6630;b combat engineer  construction and engineering specialist;Full Time;Litchfield, MN 55355;72000.0
6631;b combat engineer  construction and engineering specialist;Full Time;Augusta, GA 30904;28800.0
6632;b combat engineer  construction and engineering specialist;Full Time;Keokuk, IA 52632;37440.0
6635;b combat engineer  construction and engineering specialist;Full Time;Onalaska, WI 54650;43200.0
6640;b combat engineer  construction and engineering specialist;Full Time;Fort Leonard Wood, MO 65473;72000.0
6641;b combat engineer  construction and engineering specialist;Full Time;San Angelo, TX 76905;71040.0
6642;engineer engineer ii  construction project administrator;Full Time;West Valley City, UT 84119;124800.0
6643;development manager  construction manager;Full Time;Adrian, MI 49221;78720.0
6646;resident services program specialist youth engagement;Full Time;Sacramento, CA 95833;52000.0
6647;b combat engineer  construction and engineering specialist;Full Time;Minot, ND 58703;177600.0
6648;b combat engineer  construction and engineering specialist;Full Time;Gulfport, MS 39507;134400.0
6656;pastry;Part Time;Ina, IL 62846;75840.0
